,TEAM_NAME,TEAM_ID,GP,W,L,W_PCT,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_PACE,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TM_TOV_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,E_DEF_RATING_RANK,E_NET_RATING_RANK,E_AST_RATIO_RANK,E_OREB_PCT_RANK,E_DREB_PCT_RANK,E_REB_PCT_RANK,E_TM_TOV_PCT_RANK,E_PACE_RANK,SEASON
15,Detroit Pistons,1610612765,4,0,4,0.0,192.0,107.4,115.8,-8.4,88.9,18.4,0.184,0.755,0.479,0.119,15,15,1,15,15,4,15,12,1,15,10,11,3,16,2015-16
0,Portland Trail Blazers,1610612757,4,0,4,0.0,192.0,96.3,114.6,-18.3,104.9,12.0,0.206,0.81,0.486,0.145,15,15,2,15,15,16,14,16,16,11,4,12,14,1,2016-17
1,Golden State Warriors,1610612744,17,16,1,0.941,816.0,116.3,102.8,13.6,102.7,20.0,0.224,0.766,0.514,0.133,3,1,1,1,3,2,2,1,2,9,9,4,7,2,2016-17
2,Oklahoma City Thunder,1610612760,5,1,4,0.2,240.0,104.3,109.7,-5.4,101.3,14.8,0.26,0.748,0.49,0.128,14,14,2,14,14,10,12,12,15,6,13,10,2,3,2016-17
3,Atlanta Hawks,1610612737,6,2,4,0.333,288.0,103.5,106.0,-2.5,101.3,16.4,0.264,0.773,0.518,0.157,10,10,2,10,11,12,3,8,7,5,8,3,15,3,2016-17
4,Washington Wizards,1610612764,13,7,6,0.538,629.0,106.9,108.2,-1.3,99.7,16.8,0.266,0.762,0.513,0.136,5,5,12,4,5,8,7,6,6,4,10,6,10,5,2016-17
5,Cleveland Cavaliers,1610612739,18,13,5,0.722,864.0,118.1,108.3,9.7,99.2,16.9,0.236,0.761,0.512,0.133,1,2,10,2,2,1,8,2,4,7,11,7,6,6,2016-17
6,Houston Rockets,1610612745,11,6,5,0.545,533.0,107.2,107.1,0.2,99.0,14.9,0.227,0.717,0.478,0.139,6,6,10,3,6,7,4,4,14,8,15,13,12,7,2016-17
7,Indiana Pacers,1610612754,4,0,4,0.0,192.0,111.0,115.9,-4.9,97.6,16.9,0.283,0.752,0.514,0.135,15,15,2,15,15,3,15,10,5,3,12,5,9,8,2016-17
8,Boston Celtics,1610612738,18,9,9,0.5,869.0,108.5,111.3,-2.8,96.5,20.1,0.222,0.715,0.46,0.139,1,3,16,5,1,5,13,9,1,10,16,16,11,9,2016-17
9,San Antonio Spurs,1610612759,16,8,8,0.5,778.0,110.3,109.5,0.7,95.7,16.2,0.291,0.785,0.528,0.131,4,4,15,5,4,4,11,3,8,2,7,2,4,10,2016-17
10,Toronto Raptors,1610612761,10,4,6,0.4,480.0,101.3,107.9,-6.6,95.2,16.0,0.173,0.813,0.496,0.135,8,7,12,8,8,14,5,14,11,15,3,9,8,11,2016-17
11,Chicago Bulls,1610612741,6,2,4,0.333,288.0,102.6,108.9,-6.3,94.5,15.7,0.296,0.785,0.545,0.163,10,10,2,10,11,13,9,13,12,1,6,1,16,12,2016-17
12,Utah Jazz,1610612762,11,4,7,0.364,528.0,104.1,109.2,-5.1,94.0,16.2,0.168,0.813,0.489,0.129,6,7,14,9,7,11,10,11,9,16,2,11,3,13,2016-17
13,Milwaukee Bucks,1610612749,6,2,4,0.333,288.0,100.7,101.5,-0.8,92.5,17.4,0.191,0.806,0.476,0.144,10,10,2,10,11,15,1,5,3,14,5,14,13,14,2016-17
14,LA Clippers,1610612746,7,3,4,0.429,336.0,106.2,108.0,-1.8,91.8,15.5,0.199,0.82,0.501,0.132,9,9,2,7,9,9,6,7,13,13,1,8,5,15,2016-17
15,Memphis Grizzlies,1610612763,6,2,4,0.333,293.0,107.3,116.8,-9.5,88.2,16.2,0.203,0.739,0.47,0.126,10,10,2,10,10,6,16,15,10,12,14,15,1,16,2016-17
0,New Orleans Pelicans,1610612740,9,5,4,0.556,432.0,105.4,105.7,-0.3,104.6,19.0,0.177,0.788,0.493,0.138,8,5,1,4,8,9,6,7,2,15,9,11,8,1,2017-18
1,Miami Heat,1610612748,5,1,4,0.2,240.0,101.6,109.6,-8.0,103.0,17.3,0.207,0.704,0.451,0.157,13,13,1,13,13,14,11,13,7,10,16,15,16,2,2017-18
2,Portland Trail Blazers,1610612757,4,0,4,0.0,192.0,104.3,114.7,-10.4,100.5,14.3,0.239,0.811,0.501,0.143,16,16,1,16,16,12,16,15,15,2,1,8,13,3,2017-18
3,Philadelphia 76ers,1610612755,10,5,5,0.5,485.0,106.5,104.7,1.8,100.1,18.0,0.291,0.808,0.546,0.143,6,5,10,6,6,8,5,3,3,1,3,1,12,4,2017-18
4,Oklahoma City Thunder,1610612760,6,2,4,0.333,288.0,100.7,106.1,-5.4,100.0,12.8,0.208,0.754,0.484,0.139,11,11,1,11,11,15,8,12,16,8,14,13,10,5,2017-18
5,Washington Wizards,1610612764,6,2,4,0.333,288.0,106.7,110.2,-3.5,99.8,17.5,0.212,0.781,0.497,0.134,11,11,1,11,11,5,12,11,5,7,10,9,7,6,2017-18
6,Utah Jazz,1610612762,11,5,6,0.455,528.0,102.9,104.4,-1.5,99.8,15.5,0.208,0.808,0.505,0.156,5,5,12,7,5,13,3,8,11,9,2,7,15,6,2017-18
7,Golden State Warriors,1610612744,21,16,5,0.762,1013.0,111.9,100.5,11.4,98.8,19.2,0.218,0.776,0.511,0.13,2,1,10,1,2,1,1,1,1,5,12,3,4,8,2017-18
8,Houston Rockets,1610612745,17,11,6,0.647,816.0,106.7,106.1,0.6,97.8,14.7,0.2,0.801,0.497,0.123,4,3,12,2,4,6,7,5,14,13,5,10,3,9,2017-18
9,Toronto Raptors,1610612761,10,4,6,0.4,485.0,110.1,112.5,-2.4,97.3,16.8,0.232,0.791,0.506,0.144,6,8,12,10,6,2,14,10,9,4,8,6,14,10,2017-18
10,Minnesota Timberwolves,1610612750,5,1,4,0.2,240.0,105.1,113.3,-8.2,97.0,17.4,0.201,0.803,0.511,0.13,13,13,1,13,13,11,15,14,6,12,4,2,5,11,2017-18
11,San Antonio Spurs,1610612759,5,1,4,0.2,240.0,100.3,111.2,-10.9,95.7,15.2,0.185,0.737,0.442,0.114,13,13,1,13,13,16,13,16,13,14,15,16,1,12,2017-18
12,Boston Celtics,1610612738,19,11,8,0.579,922.0,105.1,104.6,0.5,95.3,16.5,0.204,0.795,0.493,0.121,3,3,15,3,3,10,4,6,10,11,6,12,2,13,2017-18
13,Milwaukee Bucks,1610612749,7,3,4,0.429,341.0,107.7,106.1,1.6,94.2,17.8,0.147,0.755,0.472,0.139,9,9,1,8,9,3,9,4,4,16,13,14,9,14,2017-18
14,Cleveland Cavaliers,1610612739,22,12,10,0.545,1066.0,106.5,108.5,-2.0,94.0,15.3,0.235,0.794,0.508,0.134,1,2,16,5,1,7,10,9,12,3,7,5,6,15,2017-18
15,Indiana Pacers,1610612754,7,3,4,0.429,336.0,107.4,103.0,4.4,92.8,17.1,0.216,0.777,0.508,0.14,9,9,1,8,10,4,2,2,8,6,11,4,11,16,2017-18
0,Brooklyn Nets,1610612751,5,1,4,0.2,240.0,103.9,113.3,-9.4,107.6,13.8,0.222,0.679,0.433,0.132,11,11,1,11,11,10,14,13,16,9,16,16,8,1,2018-19
1,LA Clippers,1610612746,6,2,4,0.333,288.0,107.3,119.3,-12.0,105.6,17.7,0.219,0.745,0.466,0.14,10,10,1,10,10,7,16,14,3,10,14,13,9,2,2018-19
2,Detroit Pistons,1610612765,4,0,4,0.0,192.0,94.4,117.8,-23.4,103.5,16.5,0.198,0.764,0.442,0.101,15,15,1,15,15,15,15,16,10,13,10,15,3,3,2018-19
3,Oklahoma City Thunder,1610612760,5,1,4,0.2,240.0,103.0,107.6,-4.6,102.7,16.6,0.227,0.757,0.488,0.149,11,11,1,11,11,11,8,10,9,8,11,10,12,4,2018-19
4,Milwaukee Bucks,1610612749,15,10,5,0.667,730.0,109.0,100.2,8.8,102.2,17.8,0.217,0.83,0.535,0.126,4,3,10,1,4,4,1,1,2,11,1,2,7,5,2018-19
5,Boston Celtics,1610612738,9,5,4,0.556,432.0,100.0,101.8,-1.8,101.9,16.1,0.166,0.821,0.508,0.145,8,8,1,5,8,12,4,8,12,15,3,5,10,6,2018-19
6,Philadelphia 76ers,1610612755,12,7,5,0.583,576.0,106.2,104.5,1.8,101.7,17.5,0.272,0.796,0.548,0.161,6,5,10,4,6,9,6,5,5,2,6,1,16,7,2018-19
7,Utah Jazz,1610612762,5,1,4,0.2,240.0,96.8,105.4,-8.6,101.3,16.7,0.249,0.805,0.516,0.15,11,11,1,11,11,13,7,12,7,3,5,3,13,8,2018-19
8,Golden State Warriors,1610612744,22,14,8,0.636,1066.0,112.3,108.6,3.7,100.9,20.0,0.248,0.766,0.514,0.147,2,2,14,3,2,1,9,3,1,4,9,4,11,9,2018-19
9,Houston Rockets,1610612745,11,6,5,0.545,533.0,107.8,104.4,3.4,99.8,14.1,0.231,0.75,0.499,0.157,7,7,10,6,7,6,5,4,15,7,12,8,14,10,2018-19
10,Portland Trail Blazers,1610612757,16,8,8,0.5,793.0,106.7,109.7,-3.0,98.8,14.6,0.244,0.724,0.483,0.125,3,4,14,7,3,8,11,9,14,5,15,11,6,11,2018-19
11,Toronto Raptors,1610612761,24,16,8,0.667,1162.0,107.9,101.4,6.5,98.4,17.2,0.189,0.777,0.483,0.122,1,1,14,1,1,5,3,2,6,14,7,12,4,12,2018-19
12,Orlando Magic,1610612753,5,1,4,0.2,240.0,93.1,110.1,-17.0,97.7,14.7,0.203,0.828,0.493,0.158,11,11,1,11,11,16,12,15,13,12,2,9,15,13,2018-19
13,Indiana Pacers,1610612754,4,0,4,0.0,192.0,95.1,101.2,-6.1,97.3,16.4,0.166,0.811,0.457,0.124,15,15,1,15,15,14,2,11,11,16,4,14,5,14,2018-19
14,Denver Nuggets,1610612743,14,7,7,0.5,692.0,111.3,109.5,1.8,95.1,17.6,0.274,0.748,0.507,0.1,5,5,13,7,5,2,10,5,4,1,13,6,2,15,2018-19
15,San Antonio Spurs,1610612759,7,3,4,0.429,336.0,111.1,110.8,0.3,93.9,16.6,0.242,0.768,0.506,0.091,9,9,1,9,9,3,13,7,8,6,8,7,1,16,2018-19
0,Orlando Magic,1610612753,5,1,4,0.2,240.0,101.1,109.4,-8.3,106.0,17.3,0.135,0.82,0.46,0.138,12,12,1,12,12,14,9,11,8,16,4,14,9,1,2019-20
1,Brooklyn Nets,1610612751,4,0,4,0.0,192.0,98.6,121.3,-22.7,105.7,17.9,0.181,0.791,0.465,0.135,14,14,1,14,14,16,16,16,4,11,9,13,8,2,2019-20
2,Portland Trail Blazers,1610612757,5,1,4,0.2,240.0,101.1,113.4,-12.3,104.4,13.2,0.214,0.727,0.469,0.152,12,12,1,12,12,13,12,15,16,6,16,12,13,3,2019-20
3,Dallas Mavericks,1610612742,6,2,4,0.333,293.0,110.6,119.9,-9.4,103.9,15.8,0.169,0.804,0.482,0.12,11,11,1,11,11,6,15,12,13,13,8,11,1,4,2019-20
4,Milwaukee Bucks,1610612749,10,5,5,0.5,485.0,107.6,106.4,1.1,102.2,17.7,0.205,0.838,0.517,0.144,8,7,10,6,8,8,5,7,5,8,2,4,11,5,2019-20
5,Oklahoma City Thunder,1610612760,7,3,4,0.429,341.0,100.0,107.0,-7.0,102.1,13.5,0.201,0.846,0.535,0.163,9,9,1,8,9,15,6,10,14,9,1,2,16,6,2019-20
6,Toronto Raptors,1610612761,11,7,4,0.636,538.0,106.5,101.5,4.9,101.3,18.2,0.176,0.822,0.492,0.127,7,5,1,3,7,9,1,3,3,12,3,9,4,7,2019-20
7,Houston Rockets,1610612745,12,5,7,0.417,581.0,106.2,105.2,1.1,100.7,16.3,0.146,0.78,0.447,0.132,6,7,13,10,6,10,3,7,11,14,10,15,6,8,2019-20
8,LA Clippers,1610612746,13,7,6,0.538,629.0,112.9,109.1,3.8,100.0,16.0,0.215,0.806,0.507,0.129,5,5,12,5,5,3,8,5,12,5,6,6,5,9,2019-20
9,Los Angeles Lakers,1610612747,21,16,5,0.762,1008.0,113.2,106.4,6.9,99.6,18.7,0.261,0.819,0.542,0.154,1,1,10,1,2,2,4,1,1,2,5,1,14,10,2019-20
10,Boston Celtics,1610612738,17,10,7,0.588,831.0,108.5,103.5,5.0,99.0,17.0,0.21,0.805,0.52,0.138,4,3,13,4,4,7,2,2,9,7,7,3,10,11,2019-20
11,Indiana Pacers,1610612754,4,0,4,0.0,192.0,102.1,112.6,-10.4,98.8,17.6,0.137,0.769,0.445,0.155,14,14,1,14,14,12,10,13,6,15,13,16,15,12,2019-20
12,Philadelphia 76ers,1610612755,4,0,4,0.0,192.0,102.7,113.5,-10.8,98.4,13.5,0.268,0.776,0.515,0.123,14,14,1,14,14,11,13,14,15,1,11,5,2,13,2019-20
13,Miami Heat,1610612748,21,14,7,0.667,1018.0,111.0,108.8,2.2,98.2,18.7,0.191,0.773,0.492,0.133,1,2,13,2,1,5,7,6,2,10,12,10,7,14,2019-20
14,Denver Nuggets,1610612743,19,9,10,0.474,917.0,111.2,113.0,-1.8,96.3,17.3,0.23,0.768,0.501,0.144,3,4,16,7,3,4,11,9,7,3,14,7,12,15,2019-20
15,Utah Jazz,1610612762,7,3,4,0.429,341.0,119.6,115.7,4.0,93.6,16.8,0.228,0.751,0.495,0.127,9,9,1,8,9,1,14,4,10,4,15,8,3,16,2019-20
0,Minnesota Timberwolves,1610612750,6,2,4,0.333,288.0,104.0,108.6,-4.6,105.3,16.7,0.171,0.725,0.463,0.168,9,9,1,9,10,13,8,11,10,14,15,13,15,1,2021-22
1,Memphis Grizzlies,1610612763,12,6,6,0.5,576.0,107.3,104.9,2.4,104.9,17.5,0.258,0.777,0.503,0.134,6,7,10,6,7,10,4,3,5,3,8,8,6,2,2021-22
2,Chicago Bulls,1610612741,5,1,4,0.2,240.0,93.9,107.1,-13.1,101.9,17.2,0.158,0.814,0.459,0.128,13,13,1,13,13,16,5,16,8,15,4,15,4,3,2021-22
3,Milwaukee Bucks,1610612749,12,7,5,0.583,576.0,101.6,101.4,0.2,100.5,15.6,0.216,0.838,0.538,0.136,6,5,9,3,7,15,1,7,14,11,2,4,7,4,2021-22
4,Golden State Warriors,1610612744,22,16,6,0.727,1056.0,112.4,107.3,5.1,99.6,19.6,0.236,0.775,0.513,0.146,2,1,10,1,2,4,6,1,1,5,9,5,9,5,2021-22
5,Denver Nuggets,1610612743,5,1,4,0.2,240.0,111.0,118.7,-7.7,99.2,18.2,0.28,0.814,0.539,0.166,13,13,1,13,13,6,16,13,4,2,3,3,14,6,2021-22
6,Boston Celtics,1610612738,24,14,10,0.583,1152.0,108.1,103.9,4.2,97.9,18.5,0.219,0.769,0.503,0.151,1,2,16,3,1,9,2,2,3,10,10,7,11,7,2021-22
7,Atlanta Hawks,1610612737,5,1,4,0.2,240.0,101.8,109.5,-7.7,97.8,15.1,0.213,0.79,0.496,0.171,13,13,1,13,13,14,9,13,15,12,7,10,16,8,2021-22
8,Miami Heat,1610612748,18,11,7,0.611,864.0,106.4,104.9,1.5,96.8,16.8,0.233,0.794,0.504,0.132,3,3,14,2,3,12,3,4,9,6,6,6,5,9,2021-22
9,Brooklyn Nets,1610612751,4,0,4,0.0,192.0,113.4,116.7,-3.3,96.7,17.3,0.23,0.699,0.463,0.159,16,16,1,16,16,2,13,10,6,8,16,14,13,10,2021-22
10,New Orleans Pelicans,1610612740,6,2,4,0.333,288.0,114.0,117.1,-3.1,95.7,15.9,0.35,0.803,0.561,0.15,9,9,1,9,10,1,15,9,12,1,5,1,10,11,2021-22
11,Phoenix Suns,1610612756,13,7,6,0.538,624.0,113.3,113.3,0.0,95.4,19.6,0.242,0.738,0.497,0.14,5,5,10,5,5,3,12,8,2,4,14,9,8,12,2021-22
12,Philadelphia 76ers,1610612755,12,6,6,0.5,581.0,109.6,108.6,1.0,94.8,17.3,0.204,0.758,0.494,0.155,6,7,10,6,6,7,7,5,7,13,12,11,12,13,2021-22
13,Dallas Mavericks,1610612742,18,9,9,0.5,864.0,112.1,111.8,0.3,94.6,15.7,0.157,0.747,0.448,0.108,3,4,15,6,3,5,10,6,13,16,13,16,2,14,2021-22
14,Toronto Raptors,1610612761,6,2,4,0.333,293.0,108.3,116.8,-8.5,93.7,16.1,0.23,0.767,0.473,0.105,9,9,1,9,9,8,14,15,11,7,11,12,1,15,2021-22
15,Utah Jazz,1610612762,6,2,4,0.333,288.0,106.5,112.4,-6.0,93.0,14.1,0.228,0.855,0.543,0.125,9,9,1,9,10,11,11,12,16,9,1,2,3,16,2021-22
0,Sacramento Kings,1610612758,7,3,4,0.429,336.0,106.2,109.8,-3.6,106.3,15.1,0.289,0.738,0.507,0.132,9,9,1,9,9,12,7,9,15,2,12,6,10,1,2022-23
1,Milwaukee Bucks,1610612749,5,1,4,0.2,245.0,111.8,116.7,-4.8,104.1,18.6,0.225,0.822,0.51,0.136,12,12,1,12,12,5,14,11,3,12,1,5,12,2,2022-23
2,Golden State Warriors,1610612744,13,6,7,0.462,624.0,108.6,109.1,-0.5,104.0,19.2,0.266,0.753,0.506,0.138,5,6,13,8,5,9,6,6,1,4,7,7,14,3,2022-23
3,Atlanta Hawks,1610612737,6,2,4,0.333,288.0,110.9,119.3,-8.4,103.0,17.3,0.251,0.785,0.493,0.123,10,10,1,10,11,7,15,15,11,7,4,8,5,4,2022-23
4,Memphis Grizzlies,1610612763,6,2,4,0.333,293.0,101.0,108.2,-7.1,101.9,16.5,0.256,0.746,0.484,0.125,10,10,1,10,10,15,5,12,12,5,10,11,6,5,2022-23
5,LA Clippers,1610612746,5,1,4,0.2,240.0,112.9,120.9,-8.1,101.6,15.8,0.268,0.727,0.483,0.137,12,12,1,12,14,4,16,14,13,3,14,12,13,6,2022-23
6,Los Angeles Lakers,1610612747,16,8,8,0.5,773.0,111.3,108.0,3.3,100.7,18.2,0.211,0.74,0.491,0.118,4,4,14,7,4,6,4,3,7,14,11,9,1,7,2022-23
7,Phoenix Suns,1610612756,11,6,5,0.545,528.0,114.2,115.9,-1.7,100.2,18.2,0.229,0.734,0.487,0.121,6,6,11,5,7,3,13,7,6,11,13,10,4,8,2022-23
8,Boston Celtics,1610612738,20,11,9,0.55,965.0,115.1,110.1,5.1,97.5,18.2,0.23,0.775,0.51,0.128,2,3,15,4,2,2,8,2,5,10,5,4,7,9,2022-23
9,Miami Heat,1610612748,23,13,10,0.565,1109.0,110.5,110.3,0.2,97.0,17.9,0.215,0.749,0.477,0.119,1,2,16,3,1,8,10,5,8,13,9,13,3,10,2022-23
10,Denver Nuggets,1610612743,20,16,4,0.8,965.0,116.7,108.0,8.7,96.8,19.1,0.252,0.807,0.54,0.119,2,1,1,1,2,1,3,1,2,6,3,1,2,11,2022-23
11,Minnesota Timberwolves,1610612750,5,1,4,0.2,245.0,107.9,115.1,-7.2,96.4,17.4,0.195,0.751,0.467,0.131,12,12,1,12,12,11,12,13,10,15,8,14,9,12,2022-23
12,New York Knicks,1610612752,11,6,5,0.545,528.0,105.4,105.1,0.3,94.9,14.6,0.308,0.768,0.539,0.154,6,6,11,5,7,13,2,4,16,1,6,2,15,13,2022-23
13,Cleveland Cavaliers,1610612739,5,1,4,0.2,240.0,101.1,104.6,-3.6,94.2,17.5,0.232,0.651,0.45,0.17,12,12,1,12,14,14,1,9,9,9,16,15,16,14,2022-23
14,Philadelphia 76ers,1610612755,11,7,4,0.636,533.0,108.2,110.2,-2.0,93.7,15.2,0.235,0.814,0.517,0.13,6,5,1,2,6,10,9,8,14,8,2,3,8,15,2022-23
15,Brooklyn Nets,1610612751,4,0,4,0.0,192.0,100.8,112.5,-11.7,92.0,18.5,0.14,0.688,0.419,0.133,16,16,1,16,16,16,11,16,4,16,15,16,11,16,2022-23
